gene	value_1	value_2	log2(fold_change)	p_value
MACF1	16.9438	22.8968	0.434389	0.00055
KIAA0754	7.06715	10.7184	0.600888	0.0618
BMP8A	2.45761	3.30846	0.428905	0.01125
PPIE	46.0712	46.6168	0.016985	0.9216
MFSD2A	3.7297	2.7973	-0.415026	0.0191
CAP1	124.147	145.672	0.230669	0.05235
RLF	8.4925	7.67286	-0.146425	0.2638
ZMPSTE24	37.4377	38.4569	0.0387503	0.7466
SMAP2	12.3511	12.0841	-0.0315241	0.8144
ZNF684	2.1606	1.78197	-0.277955	0.19295
NFYC	25.7521	29.0825	0.175458	0.1682
KCNQ4	1.07878	1.02713	-0.070776	0.71535
CTPS	25.7462	25.2728	-0.0267746	0.82735
RIMKLA	1.44362	1.00056	-0.528875	0.0008
PPCS	38.9668	34.0366	-0.195157	0.15545
PPIH	75.1076	75.1819	0.00142688	0.9916
YBX1	830.109	761.531	-0.124397	0.308
C1orf50	7.0938	8.05129	0.182661	0.3084
ERMAP	1.83874	1.92021	0.0625466	0.8093
ZNF691	5.4476	5.30514	-0.0382302	0.82
TMEM125	6.07923	3.9047	-0.638677	0.0002
CDC20	109.888	115.64	0.0736024	0.56035
SZT2	2.43056	2.46022	0.0174973	0.9001
PTPRF	46.9865	53.6933	0.192496	0.10575
KDM4A	20.0256	22.5181	0.16924	0.1725
ST3GAL3	1.42307	1.57884	0.14985	0.4724
ARTN	2.5532	2.96138	0.213966	0.2506
IPO13	7.21042	8.55665	0.246963	0.0639
DPH2	21.5464	21.4432	-0.00692048	0.9576
ATP6V0B	76.5102	82.2949	0.105152	0.398
B4GALT2	29.601	32.5832	0.138481	0.28295
CCDC24	7.67738	8.64286	0.170896	0.39635
DMAP1	13.6368	14.9955	0.137031	0.3343
RNF220	18.5828	19.7798	0.0900586	0.47565
C1orf228	0.769851	0.899281	0.224193	0.4414
KIF2C	27.6604	29.8446	0.109648	0.3922
RPS8	1626.43	1384.86	-0.231968	0.05745
PLK3	12.8884	11.2869	-0.191431	0.16265
BTBD19	2.01868	1.8384	-0.134966	0.5465
UROD	41.4699	38.5759	-0.104362	0.41515
TOE1	9.09828	8.39485	-0.116088	0.6243
MMACHC	7.48989	7.31184	-0.0347102	0.97005
AKR1A1	70.2943	71.8617	0.0318141	0.8027
NASP	83.1287	92.1036	0.147911	0.22395
TMEM69	37.0733	29.3702	-0.336026	0.04295
MAST2	17	18.8371	0.148044	0.2276
TSPAN1	13.8461	14.001	0.0160522	0.90955
RAD54L	8.92994	8.79455	-0.0220407	0.95195
UQCRH	594.016	528.046	-0.169838	0.1607
NSUN4	9.46627	8.59951	-0.138541	0.2947
FAAH	8.66604	9.52848	0.136873	0.3427
DMBX1	1.5249	1.50491	-0.0190355	0.9249
CMPK1	54.4266	49.3878	-0.140157	0.2493
FOXD2	0.938646	0.879393	-0.0940733	0.6364
CDKN2C	4.40844	4.7953	0.121354	0.4746
RNF11	32.8212	35.4846	0.112563	0.3667
OSBPL9	21.3225	21.5026	0.01214	0.9623
BTF3L4	21.4191	22.0048	0.0389201	0.7533
ZFYVE9	8.90624	9.15121	0.0391458	0.76185
PRPF38A	22.2978	21.2519	-0.0693092	0.58105
ZYG11B	10.0947	9.65295	-0.0645541	0.6019
SCP2	57.9576	57.9561	-3.69775e-05	0.99975
CPT2	9.46659	9.49336	0.00407386	0.97935
LOC100507564	0.588765	0.591895	0.00764916	0.98845
LRRC42	46.9628	58.8395	0.325266	0.00995
TCEANC2	2.43681	2.2737	-0.0999507	0.53975
MRPL37	75.5457	69.823	-0.113649	0.3547
ACOT11	8.90265	12.3561	0.472913	0.004
HEATR8	20.1841	19.3425	-0.061446	0.6358
TTC4	20.1841	19.3425	-0.061446	0.6358
TMEM61	2.05382	1.62529	-0.337607	0.1925
PCSK9	31.5551	24.0877	-0.389578	0.0017
PRKAA2	1.12514	0.259996	-2.11354	5e-05
FGGY	2.70595	3.10146	0.196813	0.2882
HOOK1	9.26733	8.24874	-0.167981	0.19565
NFIA	3.80125	1.63293	-1.21901	5e-05
INADL	7.73268	7.69732	-0.00661187	0.95705
USP1	19.6323	18.8242	-0.0606409	0.64685
ATG4C	5.76043	4.53177	-0.346102	0.0289
ALG6	6.85438	6.19967	-0.144834	0.3183
EFCAB7	3.67946	4.04972	0.138327	0.4659
DLEU2L	2.11224	2.8053	0.40938	0.22555
PGM1	33.3744	40.2772	0.271225	0.0279
ROR1	1.66254	1.65327	-0.00806395	0.96465
CACHD1	4.6938	4.65661	-0.0114764	0.9323
RAVER2	17.846	17.7994	-0.00377112	0.986
AK4	19.3852	20.0763	0.0505383	0.683
DNAJC6	4.83325	5.49385	0.184825	0.1753
LEPR	14.1385	17.2389	0.286034	0.0765
LEPROT	14.1385	17.2389	0.286034	0.0765
PDE4B	65.0155	82.7665	0.348263	0.0031
MIER1	13.1009	13.1676	0.00733299	0.957
GADD45A	33.361	30.7167	-0.11914	0.3661
SRSF11	64.6844	58.0907	-0.155111	0.20225
HHLA3	8.8693	9.40602	0.0847642	0.64865
CTH	9.1462	8.22969	-0.152335	0.3013
FPGT	4.29974	4.27479	-0.00839766	0.95435
FPGT-TNNI3K	4.29974	4.27479	-0.00839766	0.95435
TNNI3K	4.29974	4.27479	-0.00839766	0.95435
TYW3	18.1351	16.7049	-0.11851	0.46985
ACADM	27.2573	27.1147	-0.00757115	0.9507
RABGGTB	85.6239	84.9321	-0.0117045	0.9245
ST6GALNAC3	1.5831	1.39274	-0.184827	0.38985
ST6GALNAC5	1.28208	1.18233	-0.116851	0.6256
FAM73A	4.18013	4.02341	-0.0551306	0.69945
DNAJB4	8.16698	9.26343	0.181743	0.2204
IFI44	0.671572	0.95512	0.50814	0.0974
PRKACB	98.0285	116.013	0.243016	0.04715
SAMD13	13.1757	11.4347	-0.204456	0.18
RPF1	49.2626	51.2707	0.0576424	0.7494
WDR63	1.02942	1.12161	0.123735	0.57435
LOC646626	1.58161	1.84774	0.224367	0.76075
CYR61	106.108	72.8052	-0.543421	5e-05
SH3GLB1	12.047	13.1741	0.129032	0.3051
HS2ST1	16.3583	16.3443	-0.0012352	0.9948
LOC339524	0.615192	0.24538	-1.32602	0.0022
LMO4	5.37309	4.26194	-0.33424	0.0145
PKN2	19.8678	19.8013	-0.00483373	0.96795
LRRC8B	5.61441	5.61898	0.00117443	0.9922
LRRC8C	6.84495	6.58004	-0.0569422	0.66955
LRRC8D	9.46396	8.66452	-0.127323	0.3483
ZNF326	12.424	13.4833	0.118042	0.37425
CDC7	11.2186	9.60776	-0.223626	0.0968
EPHX4	3.42067	3.14211	-0.122549	0.5563
BTBD8	1.03828	1.03065	-0.0106484	0.97605
KIAA1107	1.556	1.43659	-0.115193	0.5278
RPAP2	8.89984	7.95011	-0.162804	0.33115
RPL5	1338.66	1104.16	-0.277847	0.0243
MTF2	15.317	15.8045	0.0451996	0.72345
CCDC18	3.96597	3.59787	-0.140534	0.3407
DR1	34.9234	35.3112	0.0159291	0.89655
FNBP1L	22.3868	26.7608	0.257469	0.04495
ABCD3	30.0469	31.3421	0.0608841	0.63765
SLC44A3	5.57677	5.59158	0.00382788	0.9802
RWDD3	14.4435	13.2388	-0.125649	0.49235
TMEM56	14.4435	13.2388	-0.125649	0.49235
TMEM56-RWDD3	14.4435	13.2388	-0.125649	0.49235
PTBP2	3.91603	3.25588	-0.266347	0.09575
SNX7	10.8482	11.3036	0.0593194	0.67925
AGL	16.2339	9.23199	-0.814298	5e-05
SLC35A3	8.19555	7.64643	-0.100055	0.505
HIAT1	16.1355	15.4559	-0.0620753	0.64065
CCDC76	3.18942	2.43636	-0.388565	0.0354
RTCD1	17.4267	19.1869	0.13882	0.29045
CDC14A	3.29787	3.0634	-0.106401	0.5459
SLC30A7	7.59828	6.57403	-0.208894	0.1113
AMY2B	5.19141	5.10676	-0.0237165	0.8907
RNPC3	5.19141	5.10676	-0.0237165	0.8907
PRMT6	4.80076	4.78403	-0.00503426	0.9753
FAM102B	10.652	9.48661	-0.167165	0.20085
PRPF38B	16.9588	16.1911	-0.0668328	0.5956
STXBP3	15.5556	16.9301	0.122153	0.3618
GPSM2	10.706	11.93	0.156182	0.4366
TMEM167B	11.203	10.7497	-0.0595782	0.66325
SCARNA2	1.38551	1.38535	-0.000171168	0.9449
SARS	83.1031	83.0941	-0.000156769	0.9988
CELSR2	6.73936	8.18978	0.281213	0.0243
SYPL2	0.52351	0.232079	-1.1736	0.00045
ATXN7L2	3.46493	3.1359	-0.143947	0.38465
CYB561D1	2.81344	3.1265	0.152216	0.3096
GNAI3	34.2512	37.7759	0.141314	0.2467
AMPD2	20.6856	22.2753	0.106814	0.38735
GSTM4	13.4977	14.1499	0.0680765	0.6296
GSTM2	1.14499	1.14951	0.00567713	0.98215
GSTM1	0.663976	0.745844	0.167743	0.63285
CSF1	1.18617	1.35239	0.189194	0.2945
AHCYL1	43.9247	44.0085	0.00275228	0.9814
FAM40A	11.704	12.7308	0.121318	0.3576
SLC6A17	4.47339	4.78788	0.0980178	0.4588
KCNC4	2.21821	3.35376	0.596388	0.0001
RBM15	9.73044	9.41801	-0.0470823	0.72165
CEPT1	18.1564	15.264	-0.250347	0.12355
C1orf88	0.689158	0.396154	-0.798772	0.0115
ATP5F1	130.217	119.448	-0.124533	0.36005
RAP1A	27.5469	25.6149	-0.104907	0.4248
DDX20	10.9061	9.48123	-0.201984	0.18055
CTTNBP2NL	7.47587	8.38534	0.165629	0.2059
WNT2B	0.622457	0.774372	0.315052	0.2564
CAPZA1	93.2575	93.895	0.00982799	0.9335
MOV10	33.8961	38.1208	0.169459	0.1618
FAM19A3	1.21362	0.984684	-0.301584	0.33365
LRIG2	3.88087	3.48164	-0.156614	0.2992
MAGI3	3.79526	3.83877	0.0164444	0.9089
DCLRE1B	7.07267	7.45029	0.0750407	0.58415
HIPK1	13.866	15.2995	0.141936	0.3065
VANGL1	11.3749	11.5227	0.0186184	0.8797
SLC22A15	1.31849	1.33281	0.0155875	0.93765
MAB21L3	1.08001	1.11924	0.0514827	0.8092
ATP1A1	207.174	237.958	0.19986	0.10335
PTGFRN	27.6407	26.509	-0.0603115	0.61855
CD101	0.580115	0.527395	-0.137455	0.57515
TTF2	12.8349	13.7019	0.0943098	0.45565
MAN1A2	16.2251	15.502	-0.0657721	0.6003
FAM46C	0.975569	0.774809	-0.332403	0.08635
WDR3	35.9784	28.3974	-0.341376	0.00455
PHGDH	90.0995	71.9988	-0.323545	0.0075
FAM72B	4.84024	4.54466	-0.0909045	0.57395
EMBP1	0.81826	0.688127	-0.249886	0.2665
SRGAP2P2	14.9829	15.3027	0.0304709	0.8398
NBPF9	10.7843	9.7862	-0.140106	0.2918
SEC22B	41.6558	38.5475	-0.111883	0.37225
NOTCH2NL	3.85227	3.14581	-0.292276	0.0454
NBPF10	9.1614	8.16652	-0.165846	0.1778
ANKRD34A	0.752193	0.704413	-0.0946814	0.66605
LIX1L	15.3843	16.5427	0.104737	0.4549
RBM8A	20.8829	22.502	0.107728	0.49075
PEX11B	16.5262	18.4492	0.158802	0.2558
ITGA10	0.484426	0.589975	0.284378	0.1998
PIAS3	18.8223	18.7845	-0.00290568	0.98275
RNF115	12.8762	12.2445	-0.0725701	0.61385
GPR89C	3.92396	3.86288	-0.0226361	0.9019
PDIA3P	13.1505	12.2389	-0.103644	0.45925
CHD1L	24.0316	24.5679	0.0318426	0.8059
BCL9	11.6155	11.4538	-0.0202303	0.87125
GPR89B	4.50579	4.45995	-0.014753	0.92515
GPR89C	4.50579	4.45995	-0.014753	0.92515
NBPF15	9.58903	8.41381	-0.188626	0.15205
NBPF16	9.58903	8.41381	-0.188626	0.15205
NBPF16	8.25561	7.67743	-0.10475	0.43305
LOC645166	4.22392	4.99694	0.242462	0.32105
LOC388692	0.627395	0.612451	-0.0347793	0.84005
FAM91A2	7.83104	7.25143	-0.110938	0.4962
LOC728855	7.83104	7.25143	-0.110938	0.4962
HIST2H4B	2.55926	2.29829	-0.155167	0.7021
HIST2H2AA3	3.91812	3.46743	-0.176295	0.5359
HIST2H2AC	2.43473	2.11086	-0.205933	0.59845
BOLA1	10.5875	10.1485	-0.0610984	0.7139
VPS45	10.8763	11.8126	0.119143	0.3755
PLEKHO1	5.59672	8.73456	0.642152	0.0001
C1orf54	2.27006	2.63492	0.215034	0.5336
MRPS21	207.547	189.629	-0.130252	0.32795
PRPF3	23.1905	23.2608	0.00436515	0.9745
RPRD2	10.8452	11.3778	0.0691746	0.5723
TARS2	9.43719	8.2257	-0.198218	0.1628
ECM1	0.771895	1.31573	0.769391	0.00235
SETDB1	14.7031	14.5082	-0.0192515	0.89455
ANXA9	2.47986	1.59191	-0.639497	0.0015
PRUNE	10.9817	10.8832	-0.012998	0.9219
MLLT11	0.703341	0.663615	-0.0838772	0.76895
GABPB2	2.92169	3.05433	0.0640559	0.7287
SCNM1	9.77657	9.9359	0.0233216	0.8813
TNFAIP8L2	9.77657	9.9359	0.0233216	0.8813
TNFAIP8L2-SCNM1	9.77657	9.9359	0.0233216	0.8813
PIP5K1A	33.903	41.339	0.286091	0.022
PSMD4	131.082	162.62	0.311035	0.0094
ZNF687	13.5807	15.3059	0.172525	0.33555
PSMB4	287.583	323.323	0.168996	0.1582
CGN	7.26365	5.93103	-0.292412	0.02805
TUFT1	4.66887	4.98688	0.0950646	0.51945
SNX27	14.142	14.888	0.074162	0.5511
OAZ3	5.23121	4.46874	-0.227278	0.66655
S100A1	2.45017	2.95706	0.271281	0.85675
CHTOP	42.8143	46.3832	0.11551	0.4698
SNAPIN	35.6159	34.3629	-0.0516706	0.69905
INTS3	21.7895	22.4996	0.0462621	0.70675
SLC27A3	4.00052	4.75851	0.250322	0.10675
CREB3L4	8.36152	8.2097	-0.0264366	0.93745
RPS27	3513.67	2892.86	-0.280482	0.01975
UBAP2L	68.1467	73.9484	0.117876	0.4779
HAX1	43.6525	44.0166	0.0119845	0.92605
ATP8B2	12.9786	13.2709	0.0321307	0.82
IL6R	1.55718	2.35894	0.599205	0.0002
CKS1B	124.575	137.731	0.14484	0.25135
FLAD1	26.6841	28.65	0.102553	0.42205
ZBTB7B	13.9091	14.3999	0.0500245	0.69495
ADAM15	55.9905	55.9685	-0.000565895	0.9968
EFNA4	11.8216	12.269	0.0535881	0.9027
EFNA3	11.605	10.2846	-0.174259	0.21855
EFNA1	10.461	9.39776	-0.15463	0.29745
SLC50A1	35.1297	33.9102	-0.0509741	0.69935
TRIM46	1.49551	1.38937	-0.106213	0.5788
MTX1	28.6814	28.779	0.0049004	0.9713
HCN3	1.96344	1.78369	-0.138521	0.45035
FDPS	114.687	108.473	-0.0803565	0.60565
RUSC1	32.5149	35.6087	0.13113	0.5636
LOC645676	0.779082	0.814417	0.0639926	0.95505
MSTO1	14.0278	13.0653	-0.102549	0.44215
DAP3	71.186	72.8662	0.0336546	0.7831
MSTO2P	5.4707	4.95663	-0.142367	0.6761
LAMTOR2	46.8012	47.5049	0.0215287	0.8745
RAB25	74.1153	67.9675	-0.124925	0.31785
LMNA	184.776	224.544	0.28122	0.02095
SLC25A44	5.97864	5.64941	-0.0817156	0.5548
BGLAP	27.8515	32.6089	0.227513	0.09235
PMF1	27.8515	32.6089	0.227513	0.09235
PMF1-BGLAP	27.8515	32.6089	0.227513	0.09235
TMEM79	2.03807	1.79967	-0.179471	0.3658
C1orf182	1.88338	1.5922	-0.242298	0.92955
RHBG	2.14416	2.12279	-0.0144505	0.9436
APOA1BP	84.7993	83.3134	-0.0255045	0.838
BCAN	1.99281	1.76851	-0.172267	0.33925
RRNAD1	7.67866	8.44655	0.137508	0.3527
PRCC	33.9793	34.312	0.0140601	0.91005
NTRK1	0.684358	0.50845	-0.428645	0.1913
PEAR1	2.31259	2.14303	-0.109858	0.47965
KIRREL	5.44501	5.19473	-0.0678875	0.6318
DUSP23	33.18	27.5244	-0.2696	0.0668
PEA15	23.9774	23.0163	-0.0590163	0.6428
SUMO1P3	4.52841	3.91052	-0.211643	0.8688
NCSTN	33.8305	37.9895	0.167276	0.50525
KLHDC9	0.524773	0.730466	0.477124	0.18235
NIT1	19.5911	20.3388	0.0540377	0.83615
UFC1	63.2679	63.7402	0.0107296	0.9353
USP21	7.43603	7.68546	0.047598	0.74265
PPOX	7.84779	7.85927	0.0021098	0.98925
NDUFS2	56.2455	58.1882	0.04899	0.68265
FCER1G	0.747498	0.554443	-0.431031	0.46005
TOMM40L	4.9576	5.31213	0.0996469	0.51995
SDHC	54.9242	59.1608	0.107199	0.39305
DUSP12	16.4588	17.1454	0.0589654	0.6738
ATF6	9.76098	9.10101	-0.100999	0.41385
NOS1AP	2.18323	2.29878	0.0744025	0.63855
C1orf226	7.49143	7.65568	0.0312902	0.81585
UHMK1	49.9027	48.493	-0.0413412	0.7285
UAP1	26.0228	24.2422	-0.102252	0.41895
HSD17B7	16.7151	14.1161	-0.243811	0.0865
NUF2	14.1046	15.0216	0.0908745	0.525
